Time,PercentageEVcharging,Powerperchargingevent,Continousnoofchargingevents,Totalchargingpower,charging_duration_Min,Energychargingevent
20.44,79.04825019,22.92935269,411.9636397,9446.059591,7241.213104,2767.272153
20.44,79.84245439,23.15972576,416.1026719,9636.823771,7387.450175,2851.522002
20.5,80.63295416,23.3890243,420.2223983,9828.591884,7534.456846,2937.059904
20.57,81.41551585,23.61602025,424.300755,10020.29522,7681.413863,3023.407089
20.69,82.193447,23.84167304,428.3549795,10212.69936,7828.908103,3110.904454
20.69,82.96092636,24.06429409,432.3547339,10404.31147,7975.79518,3198.86468
20.82,83.72562739,24.28610924,436.340009,10597.00113,8123.508292,3288.140164
20.96,84.48014122,24.50496942,440.272193,10788.85663,8270.581953,3377.839297
21.14,85.23220749,24.72311963,444.1916214,10981.80259,8418.491551,3468.856229
21.23,85.97560802,24.9387562,448.0658879,11174.20594,8565.985181,3560.416933
21.41,86.70392622,25.15001786,451.8615521,11364.32611,8711.72856,3651.668814
21.46,87.42695236,25.35974447,455.6296366,11554.65116,8857.629,3743.786801
21.55,88.14170968,25.56707256,459.3546277,11744.3531,9003.051772,3836.361298
21.6,88.85349023,25.77353718,463.0641051,11934.79993,9149.04557,3930.054436
21.76,89.55204065,25.97616417,466.7046332,12123.19617,9293.467412,4023.477254
21.87,90.24596053,26.17744799,470.321029,12311.80427,9438.051666,4117.73511
21.96,90.93061932,26.37604546,473.8891602,12499.32204,9581.800077,4212.166575
21.96,91.60568628,26.57186066,477.4073031,12685.60034,9724.598337,4306.677866
21.96,92.26957378,26.76443305,480.8671838,12870.13755,9866.061902,4400.992554
22.09,92.92228183,26.95376264,484.2688022,13052.86635,10006.13917,4495.051669
22.15,93.56261972,27.13950405,487.6059529,13233.38374,10144.52119,4588.621234
22.29,94.18972749,27.32140783,490.8741543,13411.37296,10280.96517,4681.50737
22.51,94.79864383,27.49803486,494.0475502,13585.33676,10414.32331,4772.890422
22.67,95.39433006,27.67082426,497.1519967,13756.60553,10545.61548,4863.43121
22.82,95.98161516,27.84117676,500.2126604,13926.50909,10675.8611,4953.808933
22.88,96.55097344,28.00632927,503.1798976,14092.22189,10802.89414,5042.490174
22.93,97.1069693,28.16760577,506.077496,14254.99139,10927.6709,5130.10543
23.09,97.64311998,28.32312582,508.8716702,14412.83634,11048.67256,5215.54905
23.1,98.15949163,28.47290861,511.5627651,14565.67986,11165.8402,5298.732458
23.33,98.66263316,28.61885377,514.1849106,14715.38277,11280.60029,5380.630835
23.52,99.13263323,28.75518566,516.6343379,14855.91631,11388.33127,5457.893002
23.63,99.58292042,28.88579948,518.9810306,14991.18198,11492.02399,5532.60501
23.69,100,29.00678084,521.1546603,15117.01901,11588.48884,5602.412603
0.15,0.384401184,0.111502409,1.864490646,0.207895199,0.148324869,0.000275643
0.26,0.738108486,0.214101511,3.580104394,0.766505759,0.546871054,0.001951432
0.49,1.067935418,0.309773686,5.179889347,1.604593417,1.144812916,0.005910549
0.56,1.385193734,0.401800111,6.718711776,2.699579136,1.92604122,0.01289806
0.72,1.683003772,0.488185216,8.163202723,3.985154882,2.843247849,0.023133859
0.86,1.957727248,0.567873652,9.495715139,5.392366436,3.847236738,0.036412406
0.86,2.216706879,0.642995306,10.75186397,6.913398068,4.932431679,0.05285884
1.02,2.455973628,0.712398888,11.9123979,8.486379018,6.05469037,0.071889245
1.2,2.684193226,0.778598046,13.01934899,10.13683969,7.232227726,0.093849973
1.45,2.901564125,0.841650347,14.07367978,11.84511747,8.451015268,0.118546665
1.63,3.112452263,0.902822207,15.09656675,13.62951571,9.724111702,0.146319066
1.83,3.302304509,0.957892232,16.01742171,15.34296382,10.94658807,0.174760861
2.04,3.469400945,1.006361529,16.82790241,16.93495359,12.08240879,0.202654523
2.13,3.621878096,1.050590242,17.56747408,18.45621684,13.16776898,0.230565493
2.29,3.765226464,1.092170989,18.2627677,19.94606505,14.2307158,0.259039582
2.5,3.90612726,1.133041774,18.94618967,21.46682435,15.31571644,0.289222442
2.76,4.03346718,1.169978985,19.56383629,22.88927733,16.33057947,0.31844058
2.95,4.145394009,1.202445355,20.1067236,24.1772364,17.24948651,0.345692749
3.24,4.247001343,1.231918372,20.59955747,25.3769733,18.10545058,0.37174062
3.5,4.332467929,1.256709477,21.01410263,26.40862193,18.84149041,0.394637993
3.76,4.406159706,1.27808509,21.37153553,27.3146409,19.48789853,0.415119876
4,4.469135085,1.29635222,21.67698986,28.10101392,20.04894408,0.433174886
4.17,4.525627705,1.31273891,21.95100036,28.81593228,20.5590096,0.449810198
4.68,4.572065432,1.326209,22.17624084,29.41033018,20.98308861,0.463799349
5.16,4.617841653,1.339487208,22.39827276,30.00219984,21.40536383,0.477870184
5.18,4.661368753,1.352113018,22.60939561,30.57045814,21.81079328,0.491510959
5.62,4.715810703,1.367904876,22.87345959,31.28871689,22.32324204,0.508934527
5.95,4.788245619,1.388915913,23.22479624,32.25728907,23.01427936,0.532748314
6.09,4.868221704,1.412114401,23.6127104,33.34384839,23.78949577,0.559891493
6.27,4.992650998,1.448207333,24.21623938,35.07013545,25.02113221,0.603929786
6.32,5.138909993,1.490632359,24.92565064,37.15498141,26.50858602,0.658575935
6.49,5.300185175,1.537413098,25.70789607,39.52365614,28.19854024,0.722546752
6.68,5.494601813,1.593807106,26.65089005,42.47637793,30.30518857,0.805010415
6.68,5.701851668,1.653923617,27.65612997,45.74112652,32.63445548,0.899581611
6.91,5.932518839,1.720832738,28.7749527,49.51688063,35.3283043,1.013235043
7,6.170991781,1.790006062,29.93163636,53.57781053,38.22561457,1.140401363
7.05,6.416337771,1.861173035,31.1216569,57.92278865,41.32558184,1.281900976
7.19,6.679617192,1.93754192,32.39866134,62.77376449,44.78655815,1.446263898
7.23,6.96002962,2.018880538,33.75876732,68.15491834,48.62579515,1.636161191
7.28,7.257178151,2.105073762,35.20004971,74.09870106,52.86644525,1.854796113
7.32,7.561801702,2.193435247,36.67758876,80.44991598,57.39778185,2.098305297
7.41,7.891760935,2.289145799,38.27801543,87.62395821,62.51617266,2.3851439
7.61,8.234817989,2.388655607,39.94197146,95.40761406,68.06949829,2.709909812
8.18,8.576882784,2.487877592,41.60111466,103.498481,73.84200666,3.061831229
8.55,8.941438785,2.593623552,43.36934869,112.4837642,80.25264515,3.469085843
8.68,9.314660516,2.701883162,45.17961477,122.0700404,87.09206796,3.921876533
9.1,9.704618351,2.814997377,47.07105727,132.5049027,94.53692285,4.435353164
9.36,10.09728836,2.928898306,48.97565484,143.4447125,102.3420375,4.995823668
9.42,10.46171206,3.03460589,50.74324716,153.9857567,109.8626489,5.556497355
9.64,10.81006116,3.13565075,52.43287162,164.4111733,117.3007646,6.130237175
9.81,11.13724207,3.230555399,54.01982236,174.5140288,124.508746,6.703873361
9.82,11.49313234,3.333787711,55.74602433,185.8454108,132.5932317,7.367294771
9.95,11.86754479,3.442392707,57.56206582,198.1512356,141.3729431,8.111019803
10.01,12.25770107,3.555564486,59.45447088,211.3942052,150.8212697,8.937579171
10.04,12.6681656,3.674627031,61.44537855,225.7888489,161.0912695,9.865838888
10.13,13.10806714,3.802228308,63.57906687,241.7421278,172.4732928,10.92971394
10.14,13.5656309,3.934952824,65.79842357,258.9136926,184.7245142,12.11470414
10.36,14.04502435,4.074009433,68.12366255,277.5364438,198.0110988,13.44498474
10.68,14.53791253,4.216980428,70.51435603,297.3576592,212.1527393,14.91073249
10.84,15.08861635,4.376721876,73.18547711,320.3124787,228.5300805,16.67021004
11.04,15.61391833,4.52909507,75.73338973,343.003722,244.7193707,18.47262159
11.24,16.16753277,4.689680797,78.41862845,367.758336,262.3807929,20.50803609
11.32,16.73675875,4.85479493,81.17958905,394.1102573,281.1818297,22.75133535
11.44,17.32033941,5.024072895,84.01017526,422.0732444,301.1322972,25.21517686
11.59,17.9170179,5.197150115,86.90429084,451.6546451,322.2374377,27.91193894
11.65,18.51964994,5.37195427,89.8272834,482.5480587,344.2786467,30.82415244
11.72,19.14411168,5.553090519,92.85615824,515.638652,367.8874552,34.04853899
11.72,19.78610333,5.73931163,95.97005976,550.8020802,392.975148,37.59011395
11.87,20.44264812,5.929754137,99.15454946,587.9620999,419.4873287,41.45761205
11.95,21.11936884,6.126049034,102.4369001,627.5334727,447.7199128,45.71256899
11.99,21.80766592,6.325701859,105.7754003,669.1036466,477.3785612,50.32924087
12.52,22.51944646,6.532166481,109.2278043,713.494202,509.0494385,55.41992799
12.76,23.2474339,6.743332203,112.7588178,760.3701674,542.4935559,60.97023776
12.96,23.9868654,6.957817477,116.3453393,809.5096353,577.5525914,66.9750919
13.13,24.74938346,7.17899942,120.0438393,861.794653,614.8558502,73.56749653
13.14,25.53439273,7.406705337,123.8514302,917.3310492,654.4788369,80.79219824
13.22,26.32952304,7.637347044,127.7081119,975.3511712,695.8738622,88.57716974
13.26,27.15045208,7.875472133,131.6899273,1037.120353,739.9436907,97.12343193
13.4,27.99585686,8.120696843,135.7904591,1102.713153,786.7415174,106.4814893
13.4,28.86573735,8.373021172,140.0097074,1172.304245,836.3919648,116.7187938
13.49,29.77729273,8.637434043,144.4310946,1247.514054,890.051141,128.1293004
13.54,30.71200083,8.908562771,148.9647812,1327.062104,946.8054782,140.5779339
13.64,31.68243025,9.190053107,153.6717298,1412.251357,1007.584587,154.3292643
13.76,32.68163518,9.479890293,158.5182504,1502.735623,1072.141473,169.3963924
13.99,33.70716806,9.777364367,163.4924714,1598.525464,1140.483675,185.8487408
14.02,34.75684591,10.08184212,168.5838047,1699.635303,1212.621482,203.7576388
14.18,35.76266591,10.37359812,173.4624108,1799.429339,1283.820516,221.9639682
14.31,36.7516175,10.66046114,178.2591988,1900.325262,1355.805702,240.8919002
14.59,37.72641286,10.9432179,182.9873238,2002.470157,1428.681979,260.5729701
14.78,38.68473672,11.2211968,187.6355558,2105.495498,1502.18642,280.9388241
15,39.62414151,11.49368789,192.1920231,2208.995128,1576.029246,301.9064709
15.01,40.54065818,11.75953987,196.6374745,2312.366221,1649.780367,323.3443
15.09,41.43375754,12.01859924,200.969343,2415.369994,1723.269419,345.1880757
15.19,42.32030799,12.27575899,205.2694469,2519.838258,1797.803327,367.8233393
15.27,43.23351714,12.54065157,209.6988555,2629.760281,1876.228273,392.1520837
15.53,44.16657146,12.81130059,214.2245207,2744.494729,1958.08669,418.0939528
15.72,45.12476302,13.08924112,218.872111,2864.869834,2043.96949,445.9001581
16.01,46.09320793,13.37015581,223.5694338,2989.158164,2132.644218,475.229758
16.27,47.07336149,13.6544668,228.3235481,3117.636307,2224.30821,506.1957102
16.27,48.06046086,13.94079255,233.1113521,3249.757002,2318.571016,538.7119593
16.41,49.01964468,14.2190209,237.7637552,3380.767805,2412.041959,571.6145839
16.45,49.95250056,14.48961236,242.2884579,3510.665834,2504.718982,604.8734521
16.54,50.87206016,14.756347,246.7486686,3641.108975,2597.784921,638.8969288
16.59,51.78844453,15.02216061,251.1934782,3773.468774,2692.218318,674.0489327
16.63,52.69517092,15.28517274,255.591443,3906.759358,2787.315793,710.0767231
16.68,53.64145537,15.5596594,260.1812793,4048.332088,2888.322246,749.0218398
16.97,54.59958078,15.83758074,264.8285487,4194.243522,2992.42419,789.8793284
17.22,55.56696727,16.11818842,269.5207379,4344.186035,3099.402147,832.6124632
17.31,56.54434251,16.40169351,274.2613762,4498.351034,3209.392678,877.3245843
17.41,57.5280682,16.68704066,279.0328166,4656.231958,3322.034373,923.9153778
17.59,58.52363485,16.9758225,283.8616902,4818.785668,3438.009912,972.7174336
17.87,59.53044711,17.26786633,288.7451092,4986.011947,3557.319141,1023.788524
18,60.48890327,17.5458836,293.3939829,5147.856673,3672.788849,1074.038761
18.18,61.42116379,17.81630237,297.9157978,5307.757935,3786.871973,1124.467602
18.27,62.35024908,18.0858001,302.4222117,5469.547668,3902.302445,1176.271033
18.41,63.25684316,18.34877386,306.8195348,5629.76226,4016.609118,1228.330873
18.5,64.17765963,18.61587308,311.2858417,5794.85772,4134.398094,1282.757169
18.59,65.10674492,18.88537081,315.7922556,5963.853847,4254.970038,1339.278116
18.64,66.05825527,19.16137333,320.4074395,6139.446567,4380.248387,1398.859577
18.68,67.01743909,19.43960168,325.0598426,6319.033862,4508.376705,1460.684123
18.86,67.95049341,19.7102507,329.5855078,6496.212987,4634.78689,1522.546859
19.11,68.86932536,19.97677427,334.0421891,6673.08541,4760.978255,1585.149799
19.36,69.76930438,20.23782922,338.4074266,6848.631706,4886.223482,1648.109272
19.68,70.65605329,20.49504653,342.7084931,7023.826511,5011.217935,1711.752412
19.77,71.53916391,20.75120849,346.9919125,7200.50152,5137.268453,1776.742146
19.86,72.40606762,21.00266935,351.1967223,7376.068636,5262.528534,1842.119113
19.86,73.26635628,21.2522114,355.3694466,7552.386603,5388.324318,1908.563458
20.05,74.12300666,21.50069809,359.5245238,7730.028244,5515.06449,1976.295609
20.14,74.96973444,21.74630657,363.6314728,7907.641484,5641.784398,2044.799552
20.18,75.80323211,21.98807741,367.6742506,8084.449883,5767.930086,2113.761553
20.32,76.62680718,22.22697002,371.6689002,8261.073503,5893.94394,2183.408588
20.32,77.44045966,22.46298441,375.6154214,8437.443357,6019.776743,2253.702519
20.32,78.24749708,22.69707999,379.5298571,8614.219526,6145.899435,2324.899518
20.44,79.04825019,22.92935269,383.4138116,8791.430512,6272.332351,2397.008678
20.44,79.84245439,23.15972576,387.2660013,8968.974388,6399.002771,2469.985822
20.5,80.63295416,23.3890243,391.1002232,9147.452623,6526.339819,2544.078677
20.57,81.41551585,23.61602025,394.8959424,9325.870574,6653.633857,2618.872532
20.69,82.193447,23.84167304,398.6692017,9504.940758,6781.393236,2694.662671
20.69,82.96092636,24.06429409,402.3917659,9683.273795,6908.626692,2770.853741
20.82,83.72562739,24.28610924,406.1008542,9862.609709,7036.575658,2848.184086
20.96,84.48014122,24.50496942,409.7605307,10041.16927,7163.970732,2925.881395
21.14,85.23220749,24.72311963,413.4083356,10220.74374,7292.089895,3004.720181
21.23,85.97560802,24.9387562,417.0141084,10399.81318,7419.848745,3084.029981
21.41,86.70392622,25.15001786,420.5467262,10576.75767,7546.091531,3163.072279
21.46,87.42695236,25.35974447,424.0536756,10753.89285,7672.470362,3242.864797
21.55,88.14170968,25.56707256,427.520518,10930.4481,7798.435438,3323.052745
21.6,88.85349023,25.77353718,430.972922,11107.69663,7924.895136,3404.209657
21.76,89.55204065,25.97616417,434.3611548,11283.03667,8049.993208,3485.132419
21.87,90.24596053,26.17744799,437.7269278,11458.57389,8175.231959,3566.77849
21.96,90.93061932,26.37604546,441.0477811,11633.09633,8299.746706,3648.574941
21.96,91.60568628,26.57186066,444.3221103,11806.4652,8423.438431,3730.440537
21.96,92.26957378,26.76443305,447.5422149,11978.21365,8545.974046,3812.135837
22.09,92.92228183,26.95376264,450.708095,12148.27902,8667.30885,3893.609758
22.15,93.56261972,27.13950405,453.8139752,12316.28622,8787.175237,3974.659632
22.29,94.18972749,27.32140783,456.8556842,12481.94047,8905.362886,4055.117521
22.51,94.79864383,27.49803486,459.809158,12643.84826,9020.877586,4134.273438
22.67,95.39433006,27.67082426,462.6984608,12803.24779,9134.602749,4212.699789
22.82,95.98161516,27.84117676,465.5470149,12961.37673,9247.421392,4290.984892
22.88,96.55097344,28.00632927,468.3086172,13115.60533,9357.457301,4367.800504
22.93,97.1069693,28.16760577,471.0054067,13267.09461,9465.538813,4443.692761
23.09,97.64311998,28.32312582,473.6059396,13414.00062,9570.350345,4517.703949
23.1,98.15949163,28.47290861,476.1105368,13556.2518,9671.840848,4589.757343
23.33,98.66263316,28.61885377,478.5509628,13695.58003,9771.245937,4660.697644
23.52,99.13263323,28.75518566,480.8306404,13826.37434,9864.56242,4727.622064
23.63,99.58292042,28.88579948,483.014703,13952.26586,9954.38096,4792.337539
23.69,100,29.00678084,485.0376962,14069.38215,10037.93873,4852.804814
0.15,0.384401184,0.111502409,2.030869967,0.226446894,0.175977762,0.000327032
0.26,0.738108486,0.214101511,3.899577885,0.834905517,0.64882676,0.002315246
0.49,1.067935418,0.309773686,5.642120934,1.747780599,1.358245694,0.00701248
0.56,1.385193734,0.401800111,7.318261419,2.940478249,2.285122012,0.015302705
0.72,1.683003772,0.488185216,8.891652676,4.34077338,3.373327725,0.027446812
0.86,1.957727248,0.567873652,10.34307291,5.873558588,4.564494917,0.04320094
0.86,2.216706879,0.642995306,11.71131519,7.530320699,5.85200778,0.062713559
1.02,2.455973628,0.712398888,12.9754103,9.243667868,7.183494362,0.08529189
1.2,2.684193226,0.778598046,14.18114105,11.04140872,8.580565465,0.111346858
1.45,2.901564125,0.841650347,15.3295559,12.90212604,10.02657722,0.14064787
1.63,3.112452263,0.902822207,16.44372101,14.84575649,11.53702292,0.173598008
1.83,3.302304509,0.957892232,17.4467492,16.71210553,12.98741122,0.207342339
2.04,3.469400945,1.006361529,18.3295538,18.44615778,14.33498827,0.240436345
2.13,3.621878096,1.050590242,19.13512174,20.10317218,15.62269718,0.273550887
2.29,3.765226464,1.092170989,19.89246045,21.72596819,16.88381411,0.307333533
2.5,3.90612726,1.133041774,20.63686813,23.38243366,18.17109645,0.343143522
2.76,4.03346718,1.169978985,21.30963094,24.93182038,19.37516511,0.377808933
2.95,4.145394009,1.202445355,21.90096323,26.33471152,20.46538824,0.410141851
3.24,4.247001343,1.231918372,22.43777553,27.6415079,21.48093365,0.441045947
3.5,4.332467929,1.256709477,22.88931296,28.76521652,22.3541968,0.468212183
3.76,4.406159706,1.27808509,23.27864167,29.75208483,23.12111779,0.492512598
4,4.469135085,1.29635222,23.61135346,30.60863047,23.78676166,0.513933688
4.17,4.525627705,1.31273891,23.90981551,31.38734515,24.39192106,0.533670398
4.68,4.572065432,1.326209,24.1551555,32.03478462,24.89506308,0.550267612
5.16,4.617841653,1.339487208,24.39700063,32.67947025,25.39606503,0.566961737
5.18,4.661368753,1.352113018,24.62696319,33.29843753,25.87708058,0.583145625
5.62,4.715810703,1.367904876,24.91459113,34.08079068,26.48506753,0.60381755
5.95,4.788245619,1.388915913,25.29727959,35.13579417,27.30493814,0.632071051
6.09,4.868221704,1.412114401,25.71980958,36.31931349,28.22468174,0.664274659
6.27,4.992650998,1.448207333,26.37719496,38.19964716,29.68593787,0.716523215
6.32,5.138909993,1.490632359,27.1499111,40.47053603,31.45070459,0.7813573
6.49,5.300185175,1.537413098,28.00196083,43.05058134,33.4557248,0.857254492
6.68,5.494601813,1.593807106,29.02910363,46.26679164,35.95512535,0.955092238
6.68,5.701851668,1.653923617,30.12404695,49.82287269,38.71864829,1.06729478
6.91,5.932518839,1.720832738,31.34270872,53.93555926,41.91472383,1.202137149
7,6.170991781,1.790006062,32.60260998,58.35886949,45.35219308,1.353011675
7.05,6.416337771,1.861173035,33.89882296,63.09157523,49.03010162,1.520891718
7.19,6.679617192,1.93754192,35.28978191,68.3754318,53.13632379,1.71589758
7.23,6.96002962,2.018880538,36.77125804,74.23677723,57.69132754,1.941198307
7.28,7.257178151,2.105073762,38.34115443,80.71095818,62.72258169,2.20059435
7.32,7.561801702,2.193435247,39.95054286,87.62892886,68.09871638,2.48950208
7.41,7.891760935,2.289145799,41.69378489,95.44315251,74.17135251,2.829817334
7.61,8.234817989,2.388655607,43.50622537,103.9213892,80.76001039,3.21513086
8.18,8.576882784,2.487877592,45.31342355,112.7342511,87.60871425,3.632662617
8.55,8.941438785,2.593623552,47.23944736,122.5213433,95.21451779,4.115843598
8.68,9.314660516,2.701883162,49.21125399,132.9630585,103.3290459,4.653050154
9.1,9.704618351,2.814997377,51.27148088,144.3290842,112.1618796,5.262256614
9.36,10.09728836,2.928898306,53.34603675,156.2451166,121.4221379,5.927218233
9.42,10.46171206,3.03460589,55.27136159,167.7267994,130.3448518,6.592420914
9.64,10.81006116,3.13565075,57.11176105,179.0825364,139.1696899,7.273125708
9.81,11.13724207,3.230555399,58.84032461,190.0869284,147.7214887,7.953707546
9.82,11.49313234,3.333787711,60.7205656,202.4294754,157.3132025,8.740813686
9.95,11.86754479,3.442392707,62.69866301,215.8334203,167.7297562,9.623194823
10.01,12.25770107,3.555564486,64.75993836,230.2581369,178.9395781,10.60385348
10.04,12.6681656,3.674627031,66.92850627,245.9372983,191.1242616,11.70517296
10.13,13.10806714,3.802228308,69.25259598,263.3141808,204.6282883,12.96739117
10.14,13.5656309,3.934952824,71.66999876,282.018064,219.1635616,14.3733046
10.36,14.04502435,4.074009433,74.20273231,302.3026314,234.9272258,15.95159556
10.68,14.53791253,4.216980428,76.80676124,323.8926089,251.705358,17.69060947
10.84,15.08861635,4.376721876,79.71624196,348.89582,271.1360027,19.77811457
11.04,15.61391833,4.52909507,82.49151961,373.6119347,290.3435373,21.91655806
11.24,16.16753277,4.689680797,85.41637776,400.5755465,311.2976603,24.33144433
11.32,16.73675875,4.85479493,88.4237149,429.2790028,333.6038616,26.99297227
11.44,17.32033941,5.024072895,91.50689074,459.7372894,357.2737872,29.91615917
11.59,17.9170179,5.197150115,94.65926505,491.9584103,382.313657,33.1156911
11.65,18.51964994,5.37195427,97.8430932,525.6086224,408.4641107,36.57084206
11.72,19.14411168,5.553090519,101.1422521,561.6520813,436.4744187,40.39636594
11.72,19.78610333,5.73931163,104.5340251,599.9533463,466.2393264,44.59821314
11.87,20.44264812,5.929754137,108.0026853,640.4293703,497.6942958,49.18674683
11.95,21.11936884,6.126049034,111.5779391,683.5319262,531.1904115,54.23497512
11.99,21.80766592,6.325701859,115.2143532,728.8116481,566.3784592,59.71235454
12.52,22.51944646,6.532166481,118.9748352,777.1634304,603.953885,65.75212206
12.76,23.2474339,6.743332203,122.8209415,828.2224101,643.6331442,72.3372018
12.96,23.9868654,6.957817477,126.7275091,881.746878,685.2283982,79.46156874
13.13,24.74938346,7.17899942,130.7560478,938.6975913,729.4862765,87.28302593
13.14,25.53439273,7.406705337,134.9034121,999.1898223,776.4963603,95.85466227
13.22,26.32952304,7.637347044,139.1042479,1062.387417,825.608852,105.0910221
13.26,27.15045208,7.875472133,143.4413837,1129.66862,877.8948228,115.2306036
13.4,27.99585686,8.120696843,147.9078298,1201.114647,933.4173853,126.3333269
13.4,28.86573735,8.373021172,152.5035862,1276.915756,992.3243958,138.4792196
13.49,29.77729273,8.637434043,157.3195194,1358.836973,1055.987501,152.0170398
13.54,30.71200083,8.908562771,162.2577732,1445.483558,1123.322812,166.7865298
13.64,31.68243025,9.190053107,167.38475,1538.274742,1195.433252,183.1015845
13.76,32.68163518,9.479890293,172.6637538,1636.833443,1272.025778,200.9777471
13.99,33.70716806,9.777364367,178.0818534,1741.171168,1353.109334,220.4973831
14.02,34.75684591,10.08184212,183.6275159,1851.303624,1438.696126,241.7451199
14.18,35.76266591,10.37359812,188.9414684,1960.002862,1523.169126,263.3457397
14.31,36.7516175,10.66046114,194.1663016,2069.902314,1608.574844,285.8024937
14.59,37.72641286,10.9432179,199.3163446,2181.16219,1695.037783,309.1527968
14.78,38.68473672,11.2211968,204.3793653,2293.38108,1782.245997,333.3155513
15,39.62414151,11.49368789,209.3424327,2406.116583,1869.855684,358.1922938
15.01,40.54065818,11.75953987,214.1845775,2518.712078,1957.356568,383.6268767
15.09,41.43375754,12.01859924,218.9030038,2630.907476,2044.546525,409.5430887
15.19,42.32030799,12.27575899,223.5868309,2744.69805,2132.976135,436.3983495
15.27,43.23351714,12.54065157,228.4115013,2864.429052,2226.022207,465.2628145
15.53,44.16657146,12.81130059,233.3410179,2989.401921,2323.141868,496.0411465
15.72,45.12476302,13.08924112,238.4033396,3120.518795,2425.036197,529.0313916
16.01,46.09320793,13.37015581,243.5198319,3255.898094,2530.242966,563.8290446
16.27,47.07336149,13.6544668,248.6981833,3395.841088,2638.9963,600.5681229
16.27,48.06046086,13.94079255,253.9132309,3539.751679,2750.832958,639.146527
16.41,49.01964468,14.2190209,258.9807949,3682.453336,2861.730122,678.1833404
16.45,49.95250056,14.48961236,263.9092631,3823.94292,2971.685353,717.6428136
16.54,50.87206016,14.756347,268.7674843,3966.02626,3082.102006,758.0094448
16.59,51.78844453,15.02216061,273.6089301,4110.197291,3194.141058,799.7149997
16.63,52.69517092,15.28517274,278.3993508,4255.382168,3306.967997,842.4596181
16.68,53.64145537,15.5596594,283.3987648,4409.588254,3426.805551,888.6654534
16.97,54.59958078,15.83758074,288.460737,4568.520212,3550.315703,937.140193
17.22,55.56696727,16.11818842,293.5716375,4731.842966,3677.238057,987.8402642
17.31,56.54434251,16.40169351,298.7353104,4899.765002,3807.734632,1040.888273
17.41,57.5280682,16.68704066,303.9325342,5071.734558,3941.37664,1096.165204
17.59,58.52363485,16.9758225,309.1923162,5248.793878,4078.974036,1154.065654
17.87,59.53044711,17.26786633,314.511511,5430.942729,4220.526639,1214.658164
18,60.48890327,17.5458836,319.5752306,5607.229799,4357.523899,1274.276786
18.18,61.42116379,17.81630237,324.5005534,5781.399978,4492.876068,1334.107309
18.27,62.35024908,18.0858001,329.4091007,5957.627148,4629.826779,1395.568694
18.41,63.25684316,18.34877386,334.1988224,6132.138618,4765.444174,1457.334292
18.5,64.17765963,18.61587308,339.0636839,6311.966505,4905.193095,1521.907535
18.59,65.10674492,18.88537081,343.9722313,6496.043136,5048.243826,1588.965943
18.64,66.05825527,19.16137333,348.9992548,6687.305013,5196.878398,1659.655452
18.68,67.01743909,19.43960168,354.0668188,6882.917926,5348.894272,1733.006235
18.86,67.95049341,19.7102507,358.9963354,7075.907772,5498.871694,1806.402328
19.11,68.86932536,19.97677427,363.8507122,7268.563547,5648.5895,1880.676623
19.36,69.76930438,20.23782922,368.6054852,7459.774858,5797.184776,1955.373924
19.68,70.65605329,20.49504653,373.2903608,7650.603312,5945.482523,2030.882349
19.77,71.53916391,20.75120849,377.9560145,7843.044058,6095.033224,2107.98842
19.86,72.40606762,21.00266935,382.536044,8034.278046,6243.646123,2185.553918
19.86,73.26635628,21.2522114,387.0811247,8226.329889,6392.894598,2264.385791
20.05,74.12300666,21.50069809,391.6069836,8419.823525,6543.263527,2344.745561
20.14,74.96973444,21.74630657,396.0804194,8613.286225,6693.608416,2426.021011
20.18,75.80323211,21.98807741,400.4839578,8805.872264,6843.272028,2507.839918
20.32,76.62680718,22.22697002,404.8350731,8998.257034,6992.779229,2590.471572
20.32,77.44045966,22.46298441,409.1337653,9190.365394,7142.071625,2673.870727
20.32,78.24749708,22.69707999,413.3975088,9382.916326,7291.707955,2758.341312
20.44,79.04825019,22.92935269,417.6280511,9575.940877,7441.712346,2843.894117
20.44,79.84245439,23.15972576,421.8239941,9769.328023,7591.99852,2930.476729
20.5,80.63295416,23.3890243,426.0003658,9963.732907,7743.075604,3018.383057
20.57,81.41551585,23.61602025,430.1347991,10158.07213,7894.101659,3107.121078
20.69,82.193447,23.84167304,434.2447682,10353.12178,8045.679812,3197.041124
20.69,82.96092636,24.06429409,438.2995184,10547.36851,8196.63399,3287.436848
20.82,83.72562739,24.28610924,442.3395902,10742.70761,8348.437076,3379.184247
20.96,84.48014122,24.50496942,446.3258409,10937.20108,8499.583004,3471.367026
21.14,85.23220749,24.72311963,450.2991605,11132.80002,8651.588016,3564.904092
21.23,85.97560802,24.9387562,454.2266974,11327.84886,8803.165541,3658.999986
21.41,86.70392622,25.15001786,458.0745512,11520.58314,8952.944354,3752.778507
21.46,87.42695236,25.35974447,461.894446,11713.52512,9102.884577,3847.447113
21.55,88.14170968,25.56707256,465.6706549,11905.83542,9252.333906,3942.584872
21.6,88.85349023,25.77353718,469.4311369,12098.90086,9402.370072,4038.872244
21.76,89.55204065,25.97616417,473.1217215,12289.88751,9550.790756,4134.881811
21.87,90.24596053,26.17744799,476.7878419,12481.08893,9699.378349,4231.749537
21.96,90.93061932,26.37604546,480.4050342,12671.18502,9847.106957,4328.79568
21.96,91.60568628,26.57186066,483.9715508,12860.02461,9993.859103,4425.923859
